Player Name,Team,World,Vehicle Type,Companion,Kart Racing Rank,Platforming Rank,Boss Battle Rank,Power-Ups Used,Kart Role,Team Points,Lives Lost,Participation in Battle Mode,Mushroom Cup Participation,Power-Ups Owned,Coins Spent in Toad Town,Levels Completed,Times Hit by Enemies,Primary Game
Luigi,Sarasaland Stars,Mushroom Kingdom,Circuit Special,Goomba,S,C,D,19,Blocker,-88.0,0.5033,Yes,Yes,"1-Up Mushroom, Banana Peel, Green Shell",491,31,5.0,Super Mario Bros.
Luigi,Koopa Clan,Koopa Kingdom,Standard Kart,Yoshi,C,C,C,7,Driver,196.0,1.0,No,,"Super Star, Banana Peel",490,38,0.0,Super Mario Bros.
,Sarasaland Stars,Toad Town,Biddybuggy,Toad,A,S,B,14,Drifter,-64.0,2.3653,Yes,,Red Shell,203,31,10.0,                  Super Mario World                  
MWario,Dino Buddies,                           Yoshi's Island         ,Pipe Frame,gOOMBA,B,C,S,30,Item Specialist,88.0,4.0,No,No,"Red Shell, 1-Up Mushroom",137,27,3.0,                           Super Mario World         
,Koopa Clan,Donut Plains,Biddybuggy,Goomba,C,A,A,21,Item Specialist,72.0,1.3,Yes,,"Green Shell, 1-Up Mushroom",40,66,3.0,Mario Strikers
,Toad Brigade,Toad Town,         Standard Kart                  ,gOOMBA,B,B,A,25,Drifter,68.0,5.0,No,Yes,"1-Up Mushroom, Red Shell, Fire Flower",9,55,0.0,Super Mario Odyssey
,Red Caps,dONUT pLAINS,                  Circuit Special         ,Yoshi,B,B,C,8,Speedster,45.0,4.0,No,Yes,"Super Star, 1-Up Mushroom",424,64,2.0,Mario Strikers
Wario,Green Caps,Yoshi's Island,Scooter,Goomba,,S,A,6,Drifter,-7.0,1.0,No,,1-Up Mushroom,149,29,8.0,Mario Kart 8 Deluxe
Bowser Jr.,Green Caps,Yoshi's Island,Circuit Special,yOSHI,B,A,A,16,Block:er,143.0,5.72754,Yes,Yes,"Green Shell, Super Mushroom, Fire Flower",246,60,2.0,Super Mario Odyssey
Waluigi,Dino Buddies,Toad Town,Standard Kart,pOLTERPUP,,D,S,6,Blocker,161.0,3.0,No,,"Super Mushroom, Fire Flower",90,34,9.0,         Super Mario World         
,Red Caps,                  mUSHROOM kINGDOM         ,Comet Bike,Goomba,A,A,C,28,Blocker,77.539,5.0,Yes,Yes,"Super Star, Green Shell, Red Shell",144,61,9.0,Super Mario World
,Sarasaland Stars,Mushroom Kingdom,Scooter,Shy Guy,C,B,D,9,Blocker,-93.0,2.0,No,No,"1-Up Mushroom, Banana Peel",390,34,1.0,Mario Party Superstars
Peach,Red Caps,Donut Plains,Comet Bike,gOOMBA,D,S,S,11,Drifter,144.0,3.0,Yes,,"Green Shell, 1-Up Mushroom",491,89,7.0,Mario Kart 8 Deluxe
,TOAD BRIGADE,                           Toad Town         ,                           Mach 8                  ,Toad,,A,D,28,Speedster,22.0,3.0,Yes,No,"Fire Flower, Green Shell",199,51,8.0,Mario Kart 8 Deluxe
Yoshi,Koopa Clan,         Toad Town         ,Scooter,Yoshi,C,S,S,25,Speedster,156.0,5.745427,Yes,,"1-Up Mushroom, Super Star",207,90,8.0,Super Mario Odyssey
Peach,Dino Buddies,Donut Plains,Pipe Frame,Luma,B,B,D,20,Item Specialist,157.0,2.0,No,Yes,"1-Up Mushroom, Green Shell",407,48,5.0,Mario Tennis Aces
Bowser,Red Caps,mUSHROOM kINGDOM,Pipe Frame,Luma,D,C,S,18,Driver,-12.2,5.67,Yes,,"Red Shell, Super Mushroom",156,63,10.0,Mario Kart 8 Deluxe
Peach,Koopa Clan,Yoshi's Island,                  Circuit Special                           ,Luma,S,A,S,18,Driver,-13.0,3.0,Yes,Yes,"1-Up Mushroom, Banana Peel",76,59,10.0,Mario Tennis Aces
Daisy,Dino Buddies,Koopa Kingdom,Mach 8,Polterpup,C,C,C,28,Driver,123.0,2.0,Yes,Yes,"Green Shell, Banana Peel, Fire Flower",192,99,4.0,         Mario Strikers                  
Daisy,Red Caps,Koopa Kingdom,Pipe Frame,Luma,C,B,S,22,Drift[er,33.0,2.0,No,No,Super Mushroom,228,64,6.0,                  Mario Party Superstars                  
,KOOPA CLAN,Mushroom Kingdom,Comet Bike,tOAD,,S,C,29,Speedster,-82.0,0.0,Yes,,"1-Up Mushroom, Super Star",286,81,4.0,Super Mario Odyssey
,,Star World,Pipe Frame,yOSHI,S,D,S,10,Speedster,194.3,3.0,Yes,No,"Banana Peel, Super Star",298,63,9.0,Mario Kart 8 Deluxe
,TRICKSTERS,                  Toad Town         ,Mach 8,lUMA,A,A,B,28,Driver,-51.0,0.0,No,Yes,"Fire Flower, Red Shell",411,53,3.0,Super Mario Odyssey
Toad,SARASALAND STARS,Donut Plains,Standard Kart,Koopa Troopa,C,B,S,24,Item Specialist,62.0,4.0819,Yes,,Fire Flower,253,96,7.0,                           Mario Strikers                  
,Toad Brigade,Star World,Mach 8,Goomba,,B,A,10,Speedster,129.0,4.0,Yes,No,1-Up Mushroom,455,82,10.0,Super Mario Odyssey
ToMad,Mushroom Royalty,dONUT pLAINS,Mach 8,Koopa Troopa,B,B,C,24,Driver,28.621658,5.0,Yes,Yes,Super Star,444,60,0.0,Super Mario Odyssey
Bowser,Tricksters,Star World,Mach 8,Shy Guy,S,S,S,19,Blocker,-94.0,1.0,No,No,"Super Mushroom, Green Shell, Banana Peel",245,36,5.0,                           Mario Kart 8 Deluxe         
Rosalina,Tricksters,kOOPA kINGDOM,Circuit Special,tOAD,S,S,C,7,Blocker,143.0,3.0,Yes,No,"Red Shell, Green Shell, Banana Peel",109,42,2.0,Mario Tennis Aces
Wario,Mushroom Royalty,         Star World                           ,Mach 8,yOSHI,A,A,C,29,Driver,145.0,3.0,No,Yes,Banana Peel,71,46,7.0,Mario Kart 8 Deluxe
Toad,Green Caps,                           Yoshi's Island         ,                           Standard Kart                           ,Toad,,D,S,29,Speedster,-82.0,4.26,Yes,Yes,"1-Up Mushroom, Fire Flower",290,91,0.0,Mario Party Superstars
Toadette,Tricksters,Donut Plains,         Mach 8                  ,Yoshi,S,C,C,21,Drifter,-1.0,4.0,Yes,Yes,Super Star,278,27,4.0,                           Super Mario World                           
,TRICKSTERS,                  Yoshi's Island         ,Standard Kart,lUMA,S,S,S,30,Bloc$ker,-67.0,4.0,No,No,Super Star,155,83,1.0,         Mario Party Superstars                           
Waluigi,Tricksters,Mushroom Kingdom,Pipe Frame,lUMA,S,D,B,6,Blocker,137.0,3.4,Yes,Yes,"1-Up Mushroom, Super Star, Super Mushroom",152,99,1.0,Mario Tennis Aces
Rosalina,,mUSHROOM kINGDOM,Standard Kart,tOAD,B,D,A,8,Drifter,-24.0,5.0,No,,"Super Mushroom, Green Shell",307,38,9.0,Super Mario Odyssey
Mario,,Donut Plains,Mach 8,Shy Guy,B,B,A,10,"Driv""er",-66.0,4.0,Yes,No,"1-Up Mushroom, Super Mushroom",327,94,4.0,Super Mario Odyssey
Bowser,Koopa Clan,Star World,         Comet Bike                  ,sHY gUY,,A,D,27,Speedster,-69.0,5.0,No,,"Fire Flower, 1-Up Mushroom, Super Mushroom",232,92,1.0,Mario Strikers
Bowser Jr.,Toad Brigade,Toad Town,Biddybuggy,Shy Guy,B,S,B,28,Driver,-9.6,3.0,Yes,No,Fire Flower,65,57,6.0,                  Mario Party Superstars                           
,Dino Buddies,Star World,Comet Bike,Toad,,C,C,10,Drifter,-29.0,1.0,Yes,No,"Super Star, Banana Peel, Super Mushroom",91,33,10.0,Super Mario Odyssey
,Toad Brigade,Yoshi's Island,Mach 8,kOOPA tROOPA,D,C,B,12,Speedster,85.0,1.0,Yes,Yes,"Red Shell, Green Shell, Banana Peel",177,64,4.0,                           Mario Kart 8 Deluxe         
,RED CAPS,Koopa Kingdom,Comet Bike,Koopa Troopa,B,S,S,20,Drifter,-32.0,0.0,Yes,No,"1-Up Mushroom, Banana Peel, Super Star",22,79,9.0,Mario Party Superstars
,Sarasaland Stars,Toad Town,Biddybuggy,Polterpup,,B,S,26,Driver`,-37.0,3.9644,Yes,No,"Red Shell, Banana Peel",34,29,0.0,Super Mario Odyssey
Mario,Sarasaland Stars,Star World,         Comet Bike                  ,Goomba,C,A,C,28,Item Specialist,-53.0,4.0,No,Yes,1-Up Mushroom,155,72,3.0,Mario Tennis Aces
,Tricksters,Yoshi's Island,Comet Bike,sHY gUY,A,A,C,29,Blocker,3.0,5.0,Yes,Yes,"1-Up Mushroom, Banana Peel",189,48,6.0,Mario Tennis Aces
Toadette,Mushroom Royalty,dONUT pLAINS,Standard Kart,pOLTERPUP,C,D,C,11,Speedster,36.0,1.0,Yes,Yes,"Fire Flower, Super Mushroom, Green Shell",122,29,3.0,Super Mario Odyssey
,Red Caps,Toad Town,Standard Kart,Luma,D,A,A,26,Blocker,109.0,1.0,Yes,No,Super Star,262,48,7.0,Super Mario World
Toadette,Red Caps,tOAD tOWN,                           Standard Kart                           ,Koopa Troopa,D,D,B,13,Speedster,-7.0,1.0,Yes,No,"Banana Peel, Red Shell, Super Star",150,33,5.0,Mario Party Superstars
Bowser,Sarasaland Stars,         Donut Plains                           ,                           Circuit Special                           ,pOLTERPUP,,S,D,25,Speedster,59.924,3.0,No,,"Super Star, 1-Up Mushroom",398,56,2.0,Mario Tennis Aces
Bowser,Green Caps,                           Mushroom Kingdom         ,Scooter,Polterpup,A,C,C,24,Drifter,-35.0,1.68924,No,Yes,"Super Mushroom, Red Shell, Super Star",165,30,6.0,Super Mario Bros.
,Sarasaland Stars,                           Mushroom Kingdom                           ,Scooter,Toad,D,C,D,19,Blocker,147.0,0.0,Yes,Yes,Banana Peel,358,57,5.326,Mario Tennis Aces
Bowser Jr.,RED CAPS,Koopa Kingdom,Mach 8,Toad,,B,S,14,Driver,117.0,0.257,No,Yes,"Fire Flower, Super Star",86,36,2.0,Mario Party Superstars
Mario,SARASALAND STARS,Toad Town,Comet Bike,Yoshi,A,C,S,15,Item Specialist,-96.0,2.0,Yes,,"Super Mushroom, Banana Peel",47,44,2.0,Mario Party Superstars
,Green Caps,Yoshi's Island,Pipe Frame,gOOMBA,C,B,C,22,Driver,-3.0,0.0,No,No,"Banana Peel, Super Mushroom",492,73,5.0,Super Mario Odyssey
Peach,Koopa Clan,Koopa Kingdom,Circuit Special,Yoshi,S,S,D,7,Drifter,3.0,1.55,Yes,Yes,"Super Star, Green Shell",295,79,9.0,Super Mario Bros.
,Koopa Clan,                  tOAD tOWN                           ,Standard Kart,tOAD,,B,B,29,Item Specialist,-61.0,4.0,No,Yes,"Super Star, Green Shell, Banana Peel",232,39,10.0,Super Mario Odyssey
Mario,Koopa Clan,Toad Town,                  Mach 8                           ,pOLTERPUP,S,D,B,28,Speedster,-72.0,5.0,Yes,No,"Super Star, 1-Up Mushroom",479,39,10.0,         Mario Kart 8 Deluxe                           
,Toad Brigade,Koopa Kingdom,Mach 8,tOAD,,B,B,17,Driver,193.0,0.0,No,,"Green Shell, Fire Flower",492,65,10.0,Mario Strikers
Wario,Toad Brigade,                  Koopa Kingdom         ,Circuit Special,Shy Guy,C,B,C,13,Driver,130.0,1.0,No,Yes,Super Star,132,47,4.0,Mario Party Superstars
,Mushroom Royalty,                  Donut Plains                  ,Mach 8,Toad,,D,D,18,Drifter,193.0,4.7,No,,"Super Mushroom, 1-Up Mushroom",130,35,0.0,Super Mario World
Peach,TOAD BRIGADE,Mushroom Kingdom,Comet Bike,Shy Guy,C,C,D,17,Blocker,156.127,3.0,No,No,Banana Peel,446,60,5.0,Super Mario World
Daisy,Tricksters,sTAR wORLD,Biddybuggy,Yoshi,,S,B,28,Blocker,14.0,4.0,Yes,,"Fire Flower, 1-Up Mushroom, Banana Peel",128,96,1.0,                           Super Mario Odyssey                  
Peach,GREEN CAPS,                  Yoshi's Island                           ,Pipe Frame,pOLTERPUP,D,S,C,10,Blocker,178.632071,5.0,No,Yes,"Super Star, Red Shell",212,80,8.0,Super Mario Odyssey
,Red Caps,Toad Town,Pipe Frame,Koopa Troopa,B,A,D,21,Spe&edster,-53.0,1.0,Yes,No,Red Shell,403,65,0.0,Mario Kart 8 Deluxe
Rogsalina,KOOPA CLAN,Star World,                  Scooter         ,lUMA,,A,S,20,Blocker,86.0,0.0,Yes,No,"Green Shell, 1-Up Mushroom",366,44,5.0,                  Super Mario Odyssey         
Mario,Toad Brigade,dONUT pLAINS,Pipe Frame,sHY gUY,B,D,D,13,Driver,155.0,1.0,No,No,"Banana Peel, Super Mushroom, Super Star",393,40,8.0,Super Mario Odyssey
,Toad Brigade,Star World,Comet Bike,Goomba,S,C,B,8,Speedster,33.0,1.0,Yes,Yes,Super Mushroom,333,25,1.0,Super Mario Odyssey
Waluigi,TRICKSTERS,Donut Plains,Standard Kart,Goomba,,A,D,27,Driver,171.0,0.861,Yes,No,"Red Shell, Super Star, Banana Peel",482,58,1.0,Super Mario World
,Tricksters,Koopa Kingdom,         Comet Bike                  ,Yoshi,,B,S,30,Drifter,-28.0,5.39506,No,No,"Super Mushroom, Red Shell",289,91,7.0,Super Mario World
Luigi,Green Caps,dONUT pLAINS,Pipe Frame,pOLTERPUP,D,A,D,17,Drifter,-4.0,2.0,No,Yes,Super Star,179,57,10.0,Mario Strikers
,Koopa Clan,tOAD tOWN,Scooter,tOAD,D,A,D,7,Driver,-36.0,5.0,Yes,No,"Super Star, 1-Up Mushroom, Super Mushroom",337,50,10.0,Super Mario World
Bowser,Mushroom Royalty,                  Donut Plains                  ,Comet Bike,Polterpup,A,D,A,27,Speedster,123.0,4.0,No,Yes,Super Mushroom,420,78,7.0,Super Mario Bros.
Bowser,Toad Brigade,dONUT pLAINS,Mach 8,sHY gUY,S,C,A,14,Speedster,-33.0,0.0,No,,Green Shell,437,28,2.0,Super Mario Odyssey
Toaod,Sarasaland Stars,Toad Town,Pipe Frame,Goomba,S,D,D,19,Drifter,26.0,4.0,No,,"Banana Peel, Green Shell",423,56,6.0,Super Mario Bros.
Peach,Koopa Clan,Toad Town,Biddybuggy,yOSHI,A,D,C,6,Speeds>ter,10.0,4.8,No,Yes,"Fire Flower, 1-Up Mushroom, Super Mushroom",163,78,2.0,                           Super Mario Odyssey                  
Bowser Jr.,Sarasaland Stars,yOSHI'S iSLAND,         Circuit Special         ,tOAD,B,D,S,11,Blocker,50.0,0.0,Yes,Yes,"1-Up Mushroom, Green Shell, Red Shell",249,44,10.0,Super Mario World
,Red Caps,Donut Plains,Standard Kart,Luma,D,C,A,12,Speedster,-2.0,4.26,No,Yes,"Red Shell, Fire Flower",391,65,3.0,Super Mario World
Bowser Jr.,Tricksters,                  Star World                  ,Comet Bike,Yoshi,A,D,S,19,Item Specialist,22.0,3.0,Yes,No,Super Star,34,96,10.0,Super Mario Bros.
Toadette,Koopa Clan,Toad Town,Pipe Frame,Yoshi,B,C,B,12,Drifter,93.0,0.0,No,No,"Green Shell, Red Shell, Super Star",85,25,4.0,         Mario Strikers         
Mario,Mushroom Royalty,Star World,Circuit Special,kOOPA tROOPA,A,C,B,23,Blocker,172.0,1.0,Yes,Yes,"1-Up Mushroom, Super Star",148,57,2.0,Super Mario Odyssey
Yoshi,Toad Brigade,Star World,Standard Kart,lUMA,D,S,D,20,Drifter,33.0,5.0,No,,"1-Up Mushroom, Banana Peel, Green Shell",57,61,8.0,Mario Tennis Aces
,Koopa Clan,Koopa Kingdom,Mach 8,lUMA,,C,D,30,Spe@edster,103.6472,2.0,No,,"Fire Flower, 1-Up Mushroom, Super Star",374,72,6.0,         Super Mario Bros.                           
,Green Caps,Mushroom Kingdom,Biddybuggy,Polterpup,S,C,A,10,Speedster,-91.0,5.0,Yes,,"Super Mushroom, Green Shell",344,77,9.0,Mario Tennis Aces
,Green Caps,dONUT pLAINS,Scooter,Toad,,C,D,15,Blocker,161.0,5.0,Yes,Yes,"1-Up Mushroom, Banana Peel",459,75,3.0,Mario Tennis Aces
,Koopa Clan,Toad Town,Mach 8,Toad,S,S,B,9,Blocker,6.0,0.0,Yes,Yes,"Red Shell, Fire Flower",19,48,6.0,                  Mario Tennis Aces                           
Mario,Toad Brigade,         Donut Plains                           ,         Pipe Frame         ,Shy Guy,A,S,D,12,Blocker,-67.0,3.0,No,No,"Green Shell, 1-Up Mushroom, Banana Peel",366,65,0.0,Mario Strikers
Bowser,SARASALAND STARS,         Yoshi's Island         ,Mach 8,yOSHI,S,A,A,25,Item Specialist,20.0,5.0,No,No,Red Shell,136,74,3.0,                  Super Mario Bros.         
Wario,Tricksters,Mushroom Kingdom,Scooter,gOOMBA,,C,D,9,Driver,12.0,4.0,No,Yes,"Banana Peel, Super Star",111,27,9.0,Mario Party Superstars
,KOOPA CLAN,         Star World         ,Mach 8,Luma,B,S,S,6,Driver,-36.0,1.0,Yes,No,Super Star,160,51,9.0,                  Super Mario World         
Rosalina,Green Caps,                           Mushroom Kingdom         ,Mach 8,pOLTERPUP,,B,C,23,Speedster,-61.0,1.0,No,,Super Star,414,53,4.0,                           Mario Party Superstars         
Bowser Jr.,Red Caps,tOAD tOWN,Pipe Frame,Shy Guy,A,B,S,11,Blocker,110.0,3.0,No,Yes,"Red Shell, Banana Peel, Super Star",77,79,0.0,Super Mario Odyssey
Waluigi,Green Caps,Koopa Kingdom,Mach 8,kOOPA tROOPA,,A,B,30,Speedster,-16.0,5.0,No,,"Red Shell, Banana Peel, Fire Flower",495,81,6.0,Super Mario World
,Tricksters,Donut Plains,Circuit Special,yOSHI,,A,C,24,Item Specialist,15.0,5.0,No,,1-Up Mushroom,135,89,4.0,Super Mario Bros.
Yoshi,Koopa Clan,Donut Plains,Standard Kart,pOLTERPUP,D,D,D,13,Blocker,-57.0,3.0,Yes,Yes,"1-Up Mushroom, Super Star, Red Shell",165,64,8.0,Mario Party Superstars
Yoshi,Toad Brigade,Koopa Kingdom,Comet Bike,Polterpup,C,B,C,21,Drifter,38.0,2.0,Yes,Yes,"Super Mushroom, 1-Up Mushroom",43,79,5.0,Super Mario World
,Green Caps,         kOOPA kINGDOM                           ,Pipe Frame,Toad,A,C,A,7,Driver,42.961,3.0,No,Yes,"Green Shell, 1-Up Mushroom, Fire Flower",211,83,7.0,Mario Party Superstars
,Green Caps,Donut Plains,         Biddybuggy                  ,Koopa Troopa,,D,B,18,Drifter,-22.0,1.0,Yes,No,"Fire Flower, Super Star",105,82,2.0,Super Mario Bros.
Daisy,Koopa Clan,                           Koopa Kingdom         ,Standard Kart,Goomba,D,D,D,15,Speedster,81.0,3.0,Yes,Yes,Banana Peel,347,71,2.0,Mario Kart 8 Deluxe
Wario,Tricksters,Mushroom Kingdom,Mach 8,Koopa Troopa,S,C,C,17,Drifter,128.0,3.0,Yes,,"Red Shell, Fire Flower",176,34,7.0,Mario Party Superstars
,Mushroom Royalty,yOSHI'S iSLAND,Biddybuggy,Yoshi,A,D,A,28,Item Specialist,52.0,4.0,Yes,No,"Banana Peel, Super Star, Fire Flower",284,88,7.0,Mario Tennis Aces
,Dino Buddies,Mushroom Kingdom,Scooter,gOOMBA,B,D,B,12,Driver,-41.0,0.0,Yes,No,Red Shell,187,38,8.0,Mario Strikers
Toadetbte,Dino Buddies,Koopa Kingdom,Scooter,lUMA,,D,D,19,S}peedster,-34.0,1.0,No,No,Super Mushroom,188,39,1.0,Mario Strikers
Bowser,Sarasaland Stars,Donut Plains,Biddybuggy,Luma,A,S,S,7,Item Specialist,-14.0,3.0,No,Yes,"Banana Peel, 1-Up Mushroom",200,86,2.0,                           Mario Party Superstars         
,TOAD BRIGADE,                  Donut Plains         ,Mach 8,Toad,C,A,A,12,Item Specialist,175.2774,2.0,Yes,,"Super Star, Red Shell",345,59,10.0,                  Mario Kart 8 Deluxe                           
Toad,GREEN CAPS,Toad Town,Circuit Special,Shy Guy,,C,C,11,Drifter,176.207,1.0,No,,Green Shell,352,35,2.0,Mario Kart 8 Deluxe
,Mushroom Royalty,                           Mushroom Kingdom         ,Scooter,kOOPA tROOPA,B,B,B,12,I;tem Specialist,22.6675,1.0,Yes,,"Fire Flower, Green Shell, Super Mushroom",87,58,9.0,Super Mario Odyssey
,Toad Brigade,Koopa Kingdom,Comet Bike,Toad,,A,S,9,Driver,181.0,5.0,No,,"Red Shell, Fire Flower",215,71,10.0,Mario Kart 8 Deluxe
Rosalina,Tricksters,Yoshi's Island,         Comet Bike         ,Shy Guy,,D,S,28,Speedster,43.0,3.0,Yes,Yes,Super Star,336,85,9.0,Mario Tennis Aces
Bowser Jr.,Dino Buddies,Toad Town,Scooter,Luma,C,A,B,24,Item Specialist^,66.0,1.0,Yes,No,"Green Shell, Super Mushroom, Super Star",276,39,10.0,Super Mario Odyssey
Bowser,Green Caps,                  Star World                           ,Pipe Frame,yOSHI,D,S,B,22,Speedster,71.0,2.0,Yes,Yes,"Red Shell, Super Mushroom, Fire Flower",213,88,7.0,Mario Party Superstars
Toadette,Mushroom Royalty,Yoshi's Island,Biddybuggy,Toad,B,C,A,22,Speedster,153.0,4.0,Yes,No,Banana Peel,419,77,9.0,                           Super Mario Odyssey                  
Bowser Jr.,Green Caps,         Donut Plains         ,Comet Bike,Koopa Troopa,S,B,D,15,Blocker,159.0,2.0,No,Yes,Fire Flower,75,78,4.0,                           Mario Tennis Aces                           
Luigi,Toad Brigade,Donut Plains,Comet Bike,tOAD,S,S,A,6,Speedster,72.0,0.0,Yes,No,"Green Shell, Fire Flower, Super Mushroom",220,100,9.0,Mario Party Superstars
,Toad Brigade,         Donut Plains                  ,Circuit Special,Luma,A,D,D,13,Drifter,-39.0,3.0,Yes,Yes,"1-Up Mushroom, Fire Flower",376,74,3.0,Mario Kart 8 Deluxe
Waluigi,Tricksters,Donut Plains,Mach 8,sHY gUY,D,S,D,7,Item Specialist,-63.0,3.0,Yes,No,"Super Star, Fire Flower, 1-Up Mushroom",332,76,1.0,                  Mario Party Superstars         
Wario,Green Caps,                           Koopa Kingdom                  ,         Biddybuggy         ,Shy Guy,C,A,C,28,Drifter,-79.137473,1.0,Yes,,"Green Shell, Fire Flower, Red Shell",334,31,6.0,Super Mario World
Toad,MUSHROOM ROYALTY,                           Koopa Kingdom         ,Circuit Special,Toad,B,S,S,12,Blocker,115.0,4.0,Yes,No,"1-Up Mushroom, Super Mushroom, Green Shell",476,43,8.0,Super Mario World
,Mushroom Royalty,Donut Plains,Scooter,Luma,,A,S,25,Speedster,-59.0,0.0,Yes,,"Fire Flower, Super Star, Green Shell",133,35,8.0,Super Mario World
,TRICKSTERS,tOAD tOWN,Standard Kart,Luma,,C,D,27,Drifter,178.0,1.27,Yes,No,"Fire Flower, Banana Peel, Super Star",269,57,7.0,Mario Tennis Aces
,Tricksters,Star World,Scooter,Shy Guy,,C,C,17,Speedster,-38.0,5.0,No,,"Red Shell, Super Mushroom, Super Star",35,95,1.0,Mario Tennis Aces
,TOAD BRIGADE,         Mushroom Kingdom         ,Scooter,lUMA,B,A,D,24,Blocker,41.0,3.08289,No,Yes,"Super Mushroom, 1-Up Mushroom, Red Shell",422,96,1.0,Super Mario World
Daisy,Sarasaland Stars,Star World,Mach 8,sHY gUY,C,C,A,30,Driv`er,-93.0,0.0,Yes,No,"Green Shell, Red Shell",349,71,8.0,Super Mario World
,Mushroom Royalty,dONUT pLAINS,Mach 8,Luma,,C,B,5,Drifter,-10.0,4.0,Yes,No,"Banana Peel, Green Shell, Red Shell",212,72,10.0,Super Mario Bros.
Yoshi,Toad Brigade,Toad Town,Mach 8,tOAD,C,A,B,21,Item S*pecialist,116.0,3.0,Yes,No,"Banana Peel, 1-Up Mushroom",193,37,9.0,Mario Party Superstars
Peach,MUSHROOM ROYALTY,Toad Town,Mach 8,kOOPA tROOPA,D,A,D,29,Speedster,-18.0,0.0,No,No,Green Shell,316,80,7.0,Super Mario World
Luigi,Dino Buddies,                  Star World                  ,Mach 8,Goomba,A,A,C,5,Item Specialist,-88.0,5.0,Yes,No,"Banana Peel, Super Star, 1-Up Mushroom",313,48,1.0,                           Super Mario Bros.                  
,Tricksters,kOOPA kINGDOM,Comet Bike,pOLTERPUP,B,D,D,9,Item Specialist,73.0,1.0,Yes,No,1-Up Mushroom,476,66,5.0,Mario Tennis Aces
Luigi,Tricksters,Yoshi's Island,         Pipe Frame         ,Luma,,A,C,13,Blocker,149.0,5.0,Yes,No,Banana Peel,177,49,1.0,Super Mario Odyssey
,Dino Buddies,mUSHROOM kINGDOM,Biddybuggy,gOOMBA,,C,D,5,Item Specialist,20.0,0.0,Yes,,Fire Flower,471,69,2.0,Super Mario Bros.
Toadette,Mushroom Royalty,Koopa Kingdom,                           Comet Bike         ,yOSHI,,B,C,7,Speedster,-68.0,3.0,Yes,No,"Super Star, 1-Up Mushroom",464,83,5.0,Super Mario Odyssey
Daisy,Mushroom Royalty,Toad Town,Comet Bike,yOSHI,B,D,B,17,Driver,121.0,2.0,Yes,Yes,"Super Star, Green Shell, Fire Flower",15,51,6.0,Mario Tennis Aces
,KOOPA CLAN,                  Yoshi's Island                  ,Standard Kart,lUMA,,D,D,7,Spee$dster,198.0,3.0,Yes,,Fire Flower,443,33,5.0,Mario Strikers
Peach,Sarasaland Stars,mUSHROOM kINGDOM,                           Standard Kart                  ,lUMA,C,B,C,8,S:peedster,127.0,2.96738,Yes,,"Super Mushroom, Green Shell",369,50,1.0,Super Mario Bros.
Peach,KOOPA CLAN,         Donut Plains         ,         Standard Kart                           ,Polterpup,A,D,S,25,Driver,104.1408,0.0,Yes,,Super Mushroom,100,29,2.0,Super Mario Bros.
Toad,TOAD BRIGADE,Toad Town,Mach 8,Goomba,,A,C,21,Item Specialist,-9.0,2.0,Yes,No,"Red Shell, Fire Flower, Banana Peel",183,52,2.0,Mario Kart 8 Deluxe
Toad,Sarasaland Stars,Yoshi's Island,                           Mach 8                           ,Toad,S,A,A,9,Blocke+r,-38.0,2.0,No,No,Banana Peel,488,99,5.0,Mario Strikers
Wario,Koopa Clan,                  Donut Plains                           ,Pipe Frame,Yoshi,D,S,D,8,Item Specialist,14.0,5.0,Yes,Yes,"Super Star, Super Mushroom",195,37,9.0,Mario Tennis Aces
Mario,Toad Brigade,Toad Town,Comet Bike,Shy Guy,C,A,B,21,Driver,32.0,4.0,No,No,"Banana Peel, Super Mushroom, Fire Flower",208,92,3.0,Super Mario Bros.
Mario,Tricksters,Mushroom Kingdom,Pipe Frame,lUMA,C,C,D,5,Blocker,103.0,5.0,No,Yes,"Green Shell, Super Star",24,55,3.0,Super Mario Odyssey
Toadette,Dino Buddies,Yoshi's Island,Standard Kart,yOSHI,D,D,A,28,Blocker,54.0,4.0,No,Yes,Green Shell,110,94,1.0,                  Super Mario Bros.                  
,Koopa Clan,Donut Plains,Circuit Special,sHY gUY,S,A,A,18,Speedster,125.0,3.0,No,No,"Super Star, Red Shell",479,56,5.0,Super Mario Odyssey
Waluigiw,Toad Brigade,Yoshi's Island,Standard Kart,lUMA,,S,D,15,Blocke:r,-22.0,3.0,No,Yes,"Super Mushroom, Red Shell",435,91,7.0,                           Mario Strikers         
Bowser Jr.,Koopa Clan,         Toad Town         ,Pipe Frame,Shy Guy,,B,C,18,Blocker,30.0,0.66893,No,Yes,Super Mushroom,7,75,8.0,Super Mario Bros.
,Dino Buddies,Mushroom Kingdom,Standard Kart,pOLTERPUP,S,B,C,6,Speedster,33.87046,3.0,No,Yes,"1-Up Mushroom, Super Mushroom, Green Shell",14,94,5.0,Mario Kart 8 Deluxe
Daisy,Toad Brigade,Yoshi's Island,Scooter,lUMA,C,A,S,29,Drifter,83.0,5.0,No,No,"Fire Flower, 1-Up Mushroom, Super Mushroom",144,46,2.0,Mario Tennis Aces
Toadette,Koopa Clan,Yoshi's Island,Comet Bike,Yoshi,,A,C,5,Blocker,60.0,4.0,No,No,"Super Star, Super Mushroom, Fire Flower",409,91,10.0,Super Mario World
