Player Name,Team,World,Vehicle Type,Companion,Kart Racing Rank,Platforming Rank,Boss Battle Rank,Power-Ups Used,Kart Role,Team Points,Lives Lost,Participation in Battle Mode,Mushroom Cup Participation,Power-Ups Owned,Coins Spent in Toad Town,Levels Completed,Times Hit by Enemies,Primary Game
Peach,TOAD BRIGADE,Star World,Mach 8,Luma,,B,A,30,Speedste|r,144.0,1.0,No,No,"Red Shell, Green Shell, 1-Up Mushroom",122,84,8.0,Mario Party Superstars
Wario,Tricksters,Yoshi's Island,Mach 8,Polterpup,D,S,B,17,Item Specialist,-57.0,1.0,Yes,Yes,Super Mushroom,483,98,2.0,Mario Tennis Aces
Toad,Toad Brigade,Donut Plains,Circuit Special,Shy Guy,D,D,A,10,Item Specialist,-55.0,4.20046,No,,"Green Shell, Banana Peel, Fire Flower",205,73,6.0,Mario Party Superstars
Peach,TRICKSTERS,Mushroom Kingdom,Mach 8,Yoshi,B,B,B,24,Speedster,163.0,3.0,Yes,No,Super Star,23,53,9.0,Super Mario World
Bowser,RED CAPS,Star World,Scooter,Shy Guy,,B,S,29,Speedster,-39.0,1.0,Yes,No,"Fire Flower, Banana Peel, Super Star",440,53,6.0,Mario Kart 8 Deluxe
Bowser Jr.,Toad Brigade,Mushroom Kingdom,Comet Bike,Yoshi,S,A,A,22,S.peedster,175.0,2.0,No,Yes,Green Shell,466,98,6.33302,Mario Strikers
,Mushroom Royalty,                           Donut Plains         ,Biddybuggy,Shy Guy,D,D,A,19,Speedster,8.0,0.0,Yes,,"Super Mushroom, Super Star",215,92,8.0,Mario Strikers
Peach,,Toad Town,Standard Kart,Yoshi,A,S,B,9,Item Specialist,47.0,5.0,Yes,No,Super Mushroom,374,41,1.312,Super Mario Odyssey
Mario,DINO BUDDIES,Koopa Kingdom,                           Scooter                  ,Koopa Troopa,B,S,D,15,Blocker,182.0,3.0,No,No,Green Shell,141,64,0.0,Super Mario Bros.
Waluigi,Green Caps,Yoshi's Island,Pipe Frame,Goomba,B,C,A,13,Item Specialist,-14.0,2.0,No,,Banana Peel,423,39,7.0,Mario Party Superstars
Wario,Dino Buddies,Toad Town,                  Pipe Frame                           ,Shy Guy,A,C,A,23,Ite_m Specialist,135.0,2.0,No,Yes,"Super Mushroom, 1-Up Mushroom, Green Shell",182,77,2.0,Super Mario Bros.
Waluigi,Red Caps,Yoshi's Island,         Circuit Special         ,Shy Guy,A,C,A,11,Drifter,-51.0,5.0,No,Yes,"Super Star, 1-Up Mushroom, Green Shell",118,89,0.3,Mario Party Superstars
Toad,Red Caps,Mushroom Kingdom,                  Biddybuggy                  ,Goomba,S,D,C,23,Blocker,-20.0,3.0,Yes,,"Banana Peel, Fire Flower, Super Star",241,49,3.0,Mario Kart 8 Deluxe
Bowser,Sarasaland Stars,Toad Town,Mach 8,Goomba,C,A,D,15,Blocker,174.0,3.0,Yes,,"Super Mushroom, Red Shell, Green Shell",415,78,1.0,Super Mario Bros.
Bowser,Toad Brigade,Star World,Standard Kart,Goomba,A,S,C,12,Driver,53.0,5.0,Yes,,"Banana Peel, Fire Flower, 1-Up Mushroom",370,86,1.0,Mario Strikers
Mario,SARASALAND STARS,                           Star World                  ,Comet Bike,Yoshi,A,S,B,14,Item Specialist,148.0,0.0,Yes,No,"Red Shell, Banana Peel",463,95,1.0,Super Mario Bros.
Yoshi,Tricksters,Yoshi's Island,         Standard Kart                           ,Yoshi,S,S,A,7,"Speeds""ter",-46.0,0.12214,Yes,No,"Fire Flower, Super Mushroom",239,26,4.0,Super Mario World
Bowser Jr.,Green Caps,Yoshi's Island,Comet Bike,Shy Guy,D,S,S,12,Blocker,99.0,3.0,No,No,Fire Flower,195,68,1.0,Super Mario Odyssey
Yoshi,Green Caps,                           Star World         ,Standard Kart,Toad,D,B,C,9,Driver,19.0,4.211842,No,,"Fire Flower, Super Mushroom, 1-Up Mushroom",183,97,8.0,Super Mario Bros.
Peach,Mushroom Royalty,Star World,Scooter,Toad,S,D,S,15,Blocker,117.0,4.0,No,No,Banana Peel,70,32,1.0,Mario Kart 8 Deluxe
Waluigi,RED CAPS,Donut Plains,Pipe Frame,Toad,S,S,A,20,Blocker,-24.0,0.65,Yes,Yes,"Super Star, Banana Peel, Super Mushroom",331,44,2.0,Super Mario Odyssey
Bowser,Dino Buddies,Mushroom Kingdom,Pipe Frame,Toad,D,C,A,11,Driver,70.0,2.0,Yes,,"Banana Peel, Super Star, Green Shell",427,68,6.0,Super Mario Odyssey
,Sarasaland Stars,Donut Plains,Circuit Special,Shy Guy,S,S,S,18,Drifter,-33.0,0.0,Yes,,"Super Star, 1-Up Mushroom, Green Shell",17,39,9.0,Mario Strikers
Waluigi,Sarasaland Stars,Koopa Kingdom,Scooter,Goomba,A,B,A,10,D^rifter,195.0,4.0,Yes,No,"1-Up Mushroom, Super Mushroom, Green Shell",72,58,1.0,Mario Tennis Aces
Wario,Sarasaland Stars,Yoshi's Island,Standard Kart,Polterpup,B,D,A,21,Blo}cker,-86.0,5.0,Yes,,"Banana Peel, 1-Up Mushroom, Fire Flower",386,95,0.0,Mario Kart 8 Deluxe
Waluigi,Tricksters,Yoshi's Island,Circuit Special,Luma,A,D,A,15,Drifter,178.0,5.0,No,,"Super Star, 1-Up Mushroom, Super Mushroom",59,53,2.0,Super Mario Odyssey
,Sarasaland Stars,Star World,Standard Kart,Toad,A,S,A,25,Speedster,157.0,0.0,Yes,Yes,Green Shell,388,74,3.0,Mario Party Superstars
,Toad Brigade,Donut Plains,Biddybuggy,Koopa Troopa,D,D,A,19,Driver,-33.0,3.0,No,No,"Super Star, Green Shell, Banana Peel",260,28,3.0,Mario Strikers
,,Star World,         Mach 8                  ,Luma,C,S,A,30,Drifter,35.0,0.0,No,No,"Fire Flower, Banana Peel, Super Star",370,40,5.0,Super Mario Odyssey
,,Toad Town,Mach 8,Shy Guy,S,S,C,24,Driver,180.0,5.0,Yes,Yes,1-Up Mushroom,276,47,9.0,Super Mario Odyssey
,Toad Brigade,                           Koopa Kingdom                           ,Pipe Frame,Toad,A,A,C,14,Item Specialist,44.0,3.0,Yes,Yes,Fire Flower,136,62,0.0,Mario Party Superstars
Wario,RED CAPS,Mushroom Kingdom,Pipe Frame,Yoshi,C,S,D,28,Drif:ter,73.0,3.0,Yes,,"1-Up Mushroom, Red Shell",108,77,2.0,Mario Strikers
,,Donut Plains,Pipe Frame,Goomba,,C,D,12,Driver,78.0,0.5,No,Yes,"Fire Flower, Banana Peel",349,80,10.0,Mario Tennis Aces
Daisy,Sarasaland Stars,Yoshi's Island,Circuit Special,Polterpup,A,A,S,19,Drive%r,145.0,2.0,No,Yes,Red Shell,166,73,3.0,Super Mario Odyssey
,Tricksters,                  Star World         ,Mach 8,Toad,S,S,C,26,Speedster,23.0,4.0,Yes,,Super Star,46,57,9.0,Super Mario Odyssey
Luigi,DINO BUDDIES,Mushroom Kingdom,         Circuit Special         ,lUMA,S,C,A,21,Drifter,82.0,4.0,Yes,No,"Fire Flower, Super Star, Green Shell",120,60,3.0,Super Mario Odyssey
Wario,Toad Brigade,Star World,Mach 8,Toad,B,S,C,14,Speedster,-16.0,0.0,Yes,Yes,Super Mushroom,335,82,8.0,Mario Party Superstars
Bowser,Toad Brigade,Star World,Scooter,kOOPA tROOPA,C,S,C,20,Blocker,188.0,0.48273,Yes,No,Green Shell,370,38,8.0,Mario Party Superstars
,Dino Buddies,Star World,Circuit Special,Koopa Troopa,,B,D,21,Blocker,17.0,0.0,No,,"Banana Peel, 1-Up Mushroom, Fire Flower",449,69,4.0,Mario Party Superstars
,Toad Brigade,Toad Town,Scooter,Shy Guy,B,B,A,14,Driver,29.0,0.0,No,Yes,"Super Star, Banana Peel",458,72,7.0,Mario Tennis Aces
Wario,Tricksters,Star World,Scooter,Goomba,D,B,C,9,Driver,-34.0,0.0,Yes,Yes,Green Shell,80,100,0.0,Super Mario Bros.
Wario,Mushroom Royalty,Koopa Kingdom,         Pipe Frame         ,Polterpup,B,D,S,7,Blocker,14.0,4.021454,No,,"Super Star, 1-Up Mushroom",405,75,2.0,Mario Strikers
Daisy,Dino Buddies,Yoshi's Island,Comet Bike,Goomba,C,A,S,11,Spe\edster,192.0,2.67,No,,1-Up Mushroom,396,35,1.0,Mario Strikers
Peach,Red Caps,Donut Plains,                  Scooter                           ,Shy Guy,D,D,A,13,Item Specialist,-26.0,3.8545,Yes,No,"Super Star, Super Mushroom",302,94,6.0,Mario Kart 8 Deluxe
Toadette,Koopa Clan,Donut Plains,Mach 8,sHY gUY,B,B,D,21,Blocker,171.0,3.0,Yes,Yes,"Green Shell, Banana Peel",396,44,6.0,Super Mario Odyssey
Toadette,Mushroom Royalty,Toad Town,Biddybuggy,Koopa Troopa,D,S,D,28,Drifter,-8.0,1.52971,Yes,Yes,"Banana Peel, Red Shell",376,47,2.0,Super Mario Odyssey
,Green Caps,Mushroom Kingdom,                           Circuit Special         ,Shy Guy,S,A,S,7,"Block,er",110.0,4.663,Yes,No,1-Up Mushroom,174,27,7.0,Mario Tennis Aces
Toadette,Tricksters,Toad Town,Comet Bike,Yoshi,D,C,A,24,Speedster,83.0,3.0,No,No,"Super Star, Fire Flower",24,36,9.0,Mario Strikers
,Dino Buddies,Koopa Kingdom,Comet Bike,Luma,A,B,C,9,Item Specialist,-53.0,5.0,Yes,No,"Fire Flower, Super Star",5,42,5.0,Mario Strikers
Bowser Jr.,Toad Brigade,                  Donut Plains                  ,Comet Bike,Yoshi,A,A,A,13,Item Specialist,191.0,0.0,Yes,Yes,"Fire Flower, Banana Peel, Red Shell",408,100,4.0,Mario Kart 8 Deluxe
Toadette,Mushroom Royalty,Mushroom Kingdom,Standard Kart,Toad,C,A,D,23,Item Specialist,135.0,5.0,No,Yes,"1-Up Mushroom, Green Shell, Red Shell",255,38,4.0,Mario Party Superstars
Mario,Mushroom Royalty,Donut Plains,                           Comet Bike                  ,Toad,C,C,D,11,Item Specialist,187.0,0.0,Yes,,"Green Shell, 1-Up Mushroom",452,75,7.0,Super Mario Bros.
Wario,Toad Brigade,Toad Town,Biddybuggy,Polterpup,S,D,D,27,Drifter,171.0,2.0,Yes,No,Red Shell,136,90,10.0,Mario Tennis Aces
Luigi,KOOPA CLAN,Yoshi's Island,Standard Kart,pOLTERPUP,A,B,A,18,Blocker,162.0,4.0,No,Yes,"Fire Flower, 1-Up Mushroom",161,90,0.0,Mario Party Superstars
Toadette,Mushroom Royalty,Yoshi's Island,Comet Bike,Shy Guy,C,B,D,19,It`em Specialist,69.0,0.0,Yes,Yes,"Red Shell, Green Shell, Fire Flower",33,88,6.0,Super Mario Odyssey
Rosalina,DINO BUDDIES,Mushroom Kingdom,Pipe Frame,Yoshi,C,D,B,30,Blocker:,169.0,0.0,Yes,,"1-Up Mushroom, Super Mushroom",174,96,10.0,Super Mario Odyssey
Yoshi,Toad Brigade,Donut Plains,Circuit Special,Luma,C,C,C,20,Speedster,187.0,0.0,No,Yes,"Red Shell, Green Shell, Banana Peel",34,56,2.0,Super Mario Odyssey
Toad,Red Caps,Yoshi's Island,Comet Bike,Polterpup,D,C,A,16,Speedster(,-15.0,4.0,No,No,Fire Flower,130,79,5.0,Super Mario Bros.
Luigi,GREEN CAPS,Mushroom Kingdom,Circuit Special,Goomba,C,B,C,10,Blocker,-35.0,2.0,Yes,,Green Shell,47,85,4.0,Super Mario Bros.
Bowser,Koopa Clan,Toad Town,Circuit Special,Polterpup,C,S,C,26,Item Specialist,100.0,5.0,Yes,Yes,"Super Mushroom, 1-Up Mushroom, Red Shell",301,47,5.0,Mario Strikers
Luigi,Green Caps,Donut Plains,Standard Kart,Yoshi,S,A,S,11,Item Specialist,-22.0,5.0,Yes,No,"Green Shell, Banana Peel, Super Star",112,94,1.0,Mario Party Superstars
,Tricksters,                  Donut Plains                           ,                           Scooter         ,Shy Guy,,D,A,14,D#river,134.0,2.0,No,,Green Shell,121,87,2.0,Mario Kart 8 Deluxe
Toad,KOOPA CLAN,Mushroom Kingdom,Scooter,Polterpup,B,S,C,9,Blocke;r,135.0,0.0,No,,"Fire Flower, Green Shell, Super Star",95,46,8.0,Mario Tennis Aces
Bowser Jr.,Toad Brigade,Mushroom Kingdom,Circuit Special,Luma,A,B,A,10,Item Specialist,25.0,0.0,Yes,No,1-Up Mushroom,465,56,10.96,Super Mario Bros.
RoYsalina,Sarasaland Stars,Koopa Kingdom,Comet Bike,Koopa Troopa,A,B,B,25,Drifter,29.0,1.0,No,,Fire Flower,200,87,10.0,Super Mario World
Daisy,,                  Toad Town         ,         Scooter         ,Koopa Troopa,B,A,D,23,Drifter,10.0,0.0,No,,"Fire Flower, Super Mushroom, 1-Up Mushroom",191,37,8.0,Mario Party Superstars
,Tricksters,                           Donut Plains                           ,Biddybuggy,Shy Guy,B,C,S,26,Blocker,-60.0,5.0,Yes,,Super Star,110,71,8.0,Mario Party Superstars
Waluigi,Toad Brigade,Toad Town,                  Mach 8                           ,Polterpup,D,D,D,25,Blocker,48.0,3.0,No,,"Red Shell, Banana Peel, Super Star",293,48,7.0,Mario Kart 8 Deluxe
Toadette,Sarasaland Stars,Toad Town,Mach 8,Shy Guy,D,S,S,9,Drifter,-36.0,1.0,No,No,"Super Star, Red Shell, Super Mushroom",221,58,4.0,Super Mario Bros.
Wario,Koopa Clan,         Toad Town                           ,Circuit Special,Yoshi,B,C,C,20,Drive:r,-96.0,2.0,No,Yes,"Red Shell, Fire Flower",43,44,0.0,Mario Party Superstars
Toadette,MUSHROOM ROYALTY,Koopa Kingdom,Pipe Frame,Yoshi,C,S,D,28,Item Specialist,-38.0,2.69,No,No,Banana Peel,393,46,2.0,Super Mario Odyssey
Mario,Dino Buddies,Mushroom Kingdom,                  Pipe Frame                  ,Yoshi,D,A,D,6,Driver,194.0,0.0,No,,"Fire Flower, Green Shell, Super Star",24,58,5.0,Mario Party Superstars
,Green Caps,                  Toad Town                           ,Comet Bike,Luma,C,A,B,15,Drift{er,82.0,5.0,Yes,Yes,"1-Up Mushroom, Super Star",236,63,0.0,Mario Party Superstars
Bowser Jr.,Sarasaland Stars,Donut Plains,Circuit Special,Toad,C,B,B,28,Speedster',67.0,4.0,No,Yes,"Super Mushroom, Green Shell",137,33,4.55607,Super Mario World
,Toad Brigade,Toad Town,         Pipe Frame         ,Shy Guy,D,B,C,11,Blocker<,40.0,2.0,Yes,,"Red Shell, Super Star",64,80,5.0,Mario Kart 8 Deluxe
,Dino Buddies,Koopa Kingdom,Comet Bike,yOSHI,A,B,D,30,Blocker,13.0,5.0,Yes,No,"Fire Flower, Banana Peel",435,85,2.0,Mario Strikers
Daisy,Tricksters,Donut Plains,                  Pipe Frame                           ,Yoshi,D,A,B,25,Blocker,176.0,3.7,Yes,,"Green Shell, Fire Flower, Super Mushroom",279,57,6.0,Super Mario Odyssey
Bowser,Red Caps,Star World,Pipe Frame,Polterpup,S,S,C,28,Driver,50.0,1.0,Yes,Yes,Super Star,63,42,0.0,Super Mario Odyssey
Peach,Green Caps,Koopa Kingdom,Mach 8,Goomba,,S,S,17,Drifter,144.0,3.7715,Yes,Yes,"1-Up Mushroom, Super Mushroom",273,55,2.0,Mario Party Superstars
,Mushroom Royalty,Toad Town,Scooter,Polterpup,D,A,A,9,Drifter,196.0,2.39,No,No,Green Shell,12,27,5.0,Super Mario Bros.
Peach,Tricksters,Toad Town,                           Biddybuggy                  ,Luma,B,B,S,24,Item Specialist,20.0,0.89585,No,No,"Red Shell, Green Shell",129,83,7.0,Super Mario Bros.
Daisy,Red Caps,Yoshi's Island,Standard Kart,Koopa Troopa,S,S,D,9,Drifter,127.0,1.0,No,No,Red Shell,71,86,2.0,Mario Party Superstars
Peach,Red Caps,Donut Plains,Pipe Frame,Goomba,B,S,B,12,Item Specialist),81.0,5.0,Yes,,"Fire Flower, Super Mushroom, Super Star",435,54,6.0,Super Mario World
Bowser Jr.,,Koopa Kingdom,Pipe Frame,Goomba,S,S,D,29,Speedster,146.0,0.0,Yes,Yes,"Green Shell, Red Shell, Super Mushroom",343,76,3.6638,Super Mario Bros.
Wario,Toad Brigade,Yoshi's Island,Scooter,Yoshi,C,D,B,11,Item Specialist,75.0,0.0,Yes,,"Banana Peel, Fire Flower",168,83,10.0,Mario Party Superstars
,DINO BUDDIES,Star World,Mach 8,Polterpup,D,A,B,13,Speedster,151.0,2.0,Yes,,"1-Up Mushroom, Super Star",425,38,6.0,Mario Tennis Aces
Waluigi,Sarasaland Stars,Yoshi's Island,Circuit Special,Polterpup,B,A,S,30,Item Specialist,-7.0,4.0,Yes,No,"Super Star, Super Mushroom, Red Shell",100,73,6.0,Super Mario Odyssey
,Tricksters,Toad Town,Standard Kart,Shy Guy,D,B,B,27,Driv'er,171.0,1.8883,Yes,Yes,"Super Mushroom, 1-Up Mushroom",476,65,6.0,Mario Tennis Aces
Luigi,Red Caps,Mushroom Kingdom,Standard Kart,Yoshi,S,A,C,17,Drift-er,-66.0,0.0,No,,1-Up Mushroom,285,38,2.0,Super Mario World
Rosalina,Tricksters,Toad Town,Mach 8,Toad,A,D,B,25,Driver,-94.0,1.56,No,Yes,Banana Peel,271,74,2.2,Mario Party Superstars
,Koopa Clan,Star World,Mach 8,Toad,B,S,D,12,Driver,133.0,3.0,Yes,,"Red Shell, Green Shell",214,38,1.79,Super Mario World
,Green Caps,Toad Town,Circuit Special,Shy Guy,C,B,C,26,Item Specialist,-31.0,4.0,No,,"Green Shell, Super Mushroom, Banana Peel",334,88,2.0,Mario Party Superstars
Peach,TOAD BRIGADE,                  Donut Plains                           ,Comet Bike,Polterpup,S,C,D,25,Drifter,22.0,2.0,No,,"Green Shell, 1-Up Mushroom, Super Mushroom",439,68,5.0,Mario Party Superstars
Toad,Green Caps,Mushroom Kingdom,                  Pipe Frame                  ,Yoshi,S,B,A,23,Item Specialist,43.0,0.0,Yes,Yes,"Fire Flower, Red Shell, Banana Peel",268,88,10.0,Mario Party Superstars
Yoshi,TRICKSTERS,Koopa Kingdom,Comet Bike,Goomba,S,A,B,15,Drifter,171.0,2.0,No,No,"Fire Flower, Super Star, Super Mushroom",23,36,2.0,Super Mario Bros.
,Dino Buddies,Star World,Standard Kart,Goomba,C,A,C,19,Drifter,-88.0,5.0,Yes,No,Red Shell,413,93,9.0,Super Mario Odyssey
Toad,,Donut Plains,Pipe Frame,Toad,A,D,S,11,Blocker,136.0,1.727717,No,Yes,"Green Shell, 1-Up Mushroom, Super Mushroom",407,65,4.0,Mario Tennis Aces
Waluigi,Koopa Clan,Yoshi's Island,Pipe Frame,tOAD,D,D,A,22,Dri*ver,-18.0,1.0,No,,"Banana Peel, 1-Up Mushroom, Green Shell",76,80,3.0,Mario Party Superstars
Toad,Koopa Clan,Donut Plains,                  Scooter                           ,Polterpup,S,D,A,13,Driver,85.0,2.0,No,No,"Super Mushroom, Red Shell",77,65,2.0,Mario Party Superstars
Luigi,,Yoshi's Island,Pipe Frame,Koopa Troopa,B,D,B,28,Blocker,99.0,4.0,Yes,,"Banana Peel, Red Shell, Fire Flower",86,81,4.0,Mario Strikers
Mario,Dino Buddies,Star World,         Scooter                           ,Polterpup,D,A,D,26,Driver,-4.0,0.0,Yes,,"Super Mushroom, Super Star",113,93,5.255252,Mario Kart 8 Deluxe
Wario,Dino Buddies,Koopa Kingdom,Scooter,Shy Guy,B,A,C,5,Drifter,98.0,5.597451,No,Yes,"Green Shell, Red Shell",11,81,7.0,Super Mario Odyssey
Waluigi,Toad Brigade,Koopa Kingdom,Scooter,Goomba,B,A,B,20,Item Specialist,24.0,2.35,Yes,No,"1-Up Mushroom, Super Mushroom, Red Shell",68,50,7.0,Super Mario World
Toad,Green Caps,Donut Plains,Comet Bike,Yoshi,S,S,C,23,Drifter,147.0,0.0,No,,Red Shell,221,29,5.0,Mario Party Superstars
Luigi,,Mushroom Kingdom,Circuit Special,Luma,A,A,A,19,Driv-er,35.0,3.076308,Yes,No,"Super Mushroom, 1-Up Mushroom, Fire Flower",482,97,5.0,Mario Strikers
Wario,MUSHROOM ROYALTY,Star World,Scooter,Goomba,S,D,B,12,Item Specialist,-45.0,2.0,Yes,No,"Super Star, Super Mushroom",93,97,7.0,Mario Tennis Aces
,Green Caps,Donut Plains,         Comet Bike                  ,Toad,D,B,D,24,Blocker,198.0,1.7,Yes,Yes,1-Up Mushroom,379,25,4.0,Super Mario World
Daisy,,mUSHROOM kINGDOM,Scooter,kOOPA tROOPA,S,C,D,13,Speedster,127.0,3.813694,Yes,No,"Super Mushroom, 1-Up Mushroom",417,50,6.0,Super Mario Odyssey
Waluigi,Koopa Clan,Yoshi's Island,Mach 8,Yoshi,B,A,B,27,Blocker,60.0,5.0,No,Yes,"Green Shell, Red Shell",219,37,1.0,Super Mario Bros.
Luigi,Toad Brigade,Yoshi's Island,Scooter,Toad,C,C,A,10,Speedster,-39.0,2.0,No,Yes,"Banana Peel, Green Shell",130,92,4.0,Mario Tennis Aces
Rosalina,MUSHROOM ROYALTY,Donut Plains,                           Pipe Frame                  ,Koopa Troopa,A,D,A,23,Speedster,-24.0,2.0,Yes,Yes,Super Star,301,79,1.0,Super Mario Bros.
Waluigi,DINO BUDDIES,Donut Plains,                  Biddybuggy         ,Yoshi,D,C,A,22,Driver,134.0,1.0,Yes,,"Super Mushroom, Banana Peel",159,79,2.0,Super Mario World
,Green Caps,Koopa Kingdom,Circuit Special,Toad,B,C,C,6,Driver,67.0,3.0,Yes,,"Fire Flower, Red Shell, Green Shell",460,31,2.0,Mario Tennis Aces
,Green Caps,         Toad Town         ,Biddybuggy,Luma,A,A,A,27,Blocker,-76.0,5.0,No,Yes,"Green Shell, Red Shell",465,93,4.0,Super Mario Bros.
,Sarasaland Stars,Toad Town,Circuit Special,Yoshi,A,S,S,21,Driver,-80.0,0.328,Yes,,Green Shell,200,81,6.0,Mario Kart 8 Deluxe
Yoshi,Mushroom Royalty,Koopa Kingdom,                           Biddybuggy         ,Yoshi,D,C,D,8,Item Specialist,150.0,1.2714,No,No,1-Up Mushroom,64,48,9.0,Super Mario World
,Koopa Clan,Koopa Kingdom,                           Biddybuggy                           ,Yoshi,D,C,C,24,Speedster!,-1.0,1.0,No,No,"Red Shell, Super Star",78,56,9.0,Mario Tennis Aces
Toad,,Toad Town,Scooter,Polterpup,S,A,D,23,Drifter,173.0,1.0,Yes,No,"Super Mushroom, Banana Peel, Green Shell",283,95,8.0,Super Mario Bros.
Peach,DINO BUDDIES,Toad Town,Mach 8,Goomba,B,A,D,14,Driver,148.0,4.0,Yes,No,Red Shell,263,69,6.0,Super Mario Odyssey
,Sarasaland Stars,Toad Town,Biddybuggy,Luma,B,A,A,28,Speedster,115.0,4.0,No,,"1-Up Mushroom, Red Shell, Fire Flower",111,54,7.0,Super Mario Odyssey
Wario,Mushroom Royalty,Star World,Standard Kart,Shy Guy,B,B,A,19,Driver,-24.0,0.0,No,,"Banana Peel, Green Shell, Red Shell",110,93,7.0,Mario Party Superstars
Wario,Dino Buddies,Toad Town,Circuit Special,Goomba,C,S,C,18,Blocker,-84.0,0.0,Yes,Yes,"Super Star, Super Mushroom, 1-Up Mushroom",118,31,8.0,Mario Party Superstars
Luigi,Green Caps,Toad Town,Standard Kart,Shy Guy,S,A,C,20,Speedster,184.0,1.0,No,Yes,Super Mushroom,498,34,4.0,Mario Tennis Aces
Mario,TRICKSTERS,yOSHI'S iSLAND,Mach 8,Yoshi,D,B,B,11,Blocker,128.0,1.0,No,Yes,"Red Shell, Banana Peel, Fire Flower",451,44,0.0,Mario Party Superstars
Waluigi,Tricksters,Koopa Kingdom,Comet Bike,Yoshi,S,B,C,30,Blocker[,199.0,4.0,No,No,"Green Shell, Super Star",176,77,4.0,Mario Kart 8 Deluxe
Rosalina,,Mushroom Kingdom,Comet Bike,Polterpup,S,D,D,27,Driver,-72.0,4.0,No,Yes,"Super Mushroom, 1-Up Mushroom",320,38,5.0,Mario Kart 8 Deluxe
Rosalina,Dino Buddies,Donut Plains,                           Circuit Special                           ,Luma,,A,D,9,Blocker,-82.0,4.13,Yes,No,"Red Shell, Super Star, Green Shell",499,79,3.2,Mario Tennis Aces
Toadette,RED CAPS,                  Star World         ,Comet Bike,Goomba,B,A,S,5,Blocker,181.0,1.0,No,,"1-Up Mushroom, Green Shell",16,44,1.0,Super Mario Odyssey
Waluigi,Green Caps,Yoshi's Island,Scooter,Goomba,D,C,C,10,Item Specialist,4.0,3.0,No,Yes,"Super Mushroom, Super Star",446,81,7.0,Super Mario Odyssey
Rosalina,Dino Buddies,Mushroom Kingdom,Mach 8,Toad,C,C,C,14,S\peedster,145.0,4.0,Yes,Yes,"1-Up Mushroom, Fire Flower, Banana Peel",262,43,7.0,Super Mario Bros.
Luigi,Toad Brigade,Koopa Kingdom,Comet Bike,Toad,B,A,D,29,Item Specialist,66.0,5.0,No,,"1-Up Mushroom, Banana Peel",414,48,5.0,Mario Strikers
Peach,Tricksters,Mushroom Kingdom,Scooter,Yoshi,D,D,C,23,Blocker,-93.0,3.0,Yes,,Super Mushroom,480,29,4.0,Mario Party Superstars
,Mushroom Royalty,         Donut Plains         ,Standard Kart,Koopa Troopa,A,B,D,11,Blocker,-100.0,3.0,Yes,,"Super Mushroom, Banana Peel, Green Shell",203,60,10.0,Mario Party Superstars
Toadette,Green Caps,Mushroom Kingdom,Pipe Frame,Polterpup,D,B,S,16,Driver,159.0,1.33832,Yes,No,Super Star,460,34,9.0,Mario Kart 8 Deluxe
Bowser,Tricksters,Yoshi's Island,Pipe Frame,Polterpup,D,D,B,20,Item Specialis)t,-1.0,1.0,Yes,No,Super Star,488,47,8.0,Super Mario World
Rosalina,Toad Brigade,Yoshi's Island,Pipe Frame,Polterpup,D,C,S,29,Driver,98.0,0.09427,No,Yes,Fire Flower,425,45,10.0,Mario Party Superstars
Daisy,,Koopa Kingdom,Biddybuggy,Koopa Troopa,B,B,A,19,Item Specialist,149.0,5.0,No,,Banana Peel,495,98,7.0,Super Mario Bros.
Daisy,Sarasaland Stars,Toad Town,Standard Kart,Luma,A,B,S,30,Blocker,37.0,1.0,No,Yes,Super Mushroom,255,46,2.0,Super Mario Bros.
,Dino Buddies,Toad Town,Standard Kart,Shy Guy,D,A,C,18,Speedster,-17.0,4.0,No,Yes,"Green Shell, Red Shell, Super Star",405,68,6.0,Mario Party Superstars
Bowser,Toad Brigade,Koopa Kingdom,Biddybuggy,Luma,D,C,C,15,Item Specialist,136.0,1.0,No,No,"Banana Peel, Green Shell",186,46,6.0,Super Mario Odyssey
,Green Caps,Star World,Scooter,Luma,,S,S,29,Driver,115.0,2.0,Yes,No,"Super Mushroom, Red Shell, Super Star",281,61,4.0,Mario Tennis Aces
Peach,Green Caps,Yoshi's Island,Standard Kart,Shy Guy,,B,B,7,Speedster,57.0,5.0,Yes,Yes,Fire Flower,373,69,0.0,Mario Strikers
,TRICKSTERS,                           Toad Town                  ,Mach 8,Goomba,S,D,D,30,Block+er,-5.0,1.0,Yes,Yes,Banana Peel,476,76,0.0,Super Mario World
Bowser,Green Caps,Koopa Kingdom,                           Scooter                  ,Goomba,S,A,D,7,Blocker,10.0,5.0,Yes,Yes,Super Mushroom,448,51,9.0,Mario Tennis Aces
Bowser Jr.,,Toad Town,Pipe Frame,Toad,C,C,A,12,Driver,99.0,0.0,Yes,No,"Fire Flower, Red Shell",168,55,5.0,Mario Party Superstars
Wario,KOOPA CLAN,Koopa Kingdom,Biddybuggy,Koopa Troopa,C,D,S,22,Drifter,-31.0,2.0,No,,"Super Star, Banana Peel",425,88,1.0,Super Mario World
,Tricksters,Star World,Mach 8,Yoshi,C,D,S,27,Driver,179.0,4.0,Yes,Yes,"Super Mushroom, Banana Peel, Green Shell",297,79,4.0,Super Mario World
