Player Name,Team,World,Vehicle Type,Companion,Kart Racing Rank,Platforming Rank,Boss Battle Rank,Power-Ups Used,Kart Role,Team Points,Lives Lost,Participation in Battle Mode,Mushroom Cup Participation,Power-Ups Owned,Coins Spent in Toad Town,Levels Completed,Times Hit by Enemies,Primary Game
Toad,Tricksters,Mushroom Kingdom,Mach 8,Polterpup,,B,C,9,Driver,2.0,1.0,No,Yes,Banana Peel,292,39,0.0,Super Mario World
Bowser Jr.,Koopa Clan,kOOPA kINGDOM,Standard Kart,lUMA,A,A,C,8,Blocker,150.0,5.5,No,Yes,"Green Shell, Super Mushroom",337,89,6.0,Mario Kart 8 Deluxe
Mario,Mushroom Royalty,Koopa Kingdom,Scooter,gOOMBA,,A,C,10,Item Specialist,43.0,2.0,Yes,No,1-Up Mushroom,475,42,8.0,                           Mario Party Superstars         
Rosalina,Sarasaland Stars,Donut Plains,Pipe Frame,Shy Guy,S,S,D,23,Drifter,35.0,0.848,No,Yes,Green Shell,169,35,3.0,Super Mario Bros.
Wario,Sarasaland Stars,Toad Town,Comet Bike,lUMA,A,D,A,6,Drifter,3.0,3.0,Yes,No,"Super Star, 1-Up Mushroom",431,100,3.0,Super Mario Bros.
Bowser Jr.,,Star World,Circuit Special,yOSHI,C,A,D,19,Drifter,-58.0,2.0,Yes,,"Fire Flower, Banana Peel",457,59,7.0,Super Mario Odyssey
Peach,TRICKSTERS,Donut Plains,Mach 8,Goomba,A,B,S,21,Drifter,183.0,4.0,Yes,No,"1-Up Mushroom, Super Star",304,79,0.0,Mario Tennis Aces
Waluigi,Green Caps,                           Mushroom Kingdom                  ,Scooter,Shy Guy,,C,S,17,Blocker,91.936,3.0,Yes,No,"Fire Flower, Green Shell",63,43,7.0,Mario Strikers
Mario,Dino Buddies,Toad Town,Standard Kart,kOOPA tROOPA,S,S,C,20,Item Specialist,124.0,5.7068,Yes,No,"Banana Peel, Super Mushroom",240,65,7.0,Mario Tennis Aces
Toadette,Green Caps,Mushroom Kingdom,Mach 8,lUMA,C,A,B,24,Item Specialist,-17.0,3.0,Yes,No,"Banana Peel, Fire Flower, 1-Up Mushroom",381,27,4.84848,Super Mario Odyssey
Luigi,Sarasaland Stars,                           Toad Town         ,Circuit Special,yOSHI,B,S,S,9,Blocker,91.0,5.0,No,,Banana Peel,385,57,10.0,Mario Party Superstars
Peach,Koopa Clan,                  Yoshi's Island                  ,Mach 8,tOAD,C,S,S,19,Drifter,-80.0,1.0,Yes,Yes,"Super Star, Banana Peel",127,99,0.0,Super Mario World
Toad,Toad Brigade,Star World,Standard Kart,Shy Guy,B,A,D,17,Drifter,192.0,3.036476,Yes,No,"Red Shell, 1-Up Mushroom",467,30,1.5,Mario Tennis Aces
Yoshi,,Donut Plains,Scooter,Goomba,,S,D,18,Driver,13.0,1.0,No,No,"Banana Peel, Super Star, 1-Up Mushroom",454,39,6.0,Super Mario Odyssey
Waluigi,,Donut Plains,Pipe Frame,Goomba,,A,D,9,Driver,126.0,4.0,Yes,,"Green Shell, Banana Peel",137,25,3.0,Mario Kart 8 Deluxe
Bowser Jr.,Dino Buddies,Koopa Kingdom,Scooter,Luma,A,C,D,19,Item Specialist,179.0,0.0,No,,Green Shell,421,81,1.0,                  Super Mario World                           
Bowser Jr.,Dino Buddies,Mushroom Kingdom,Mach 8,kOOPA tROOPA,D,A,B,13,B_locker,56.0,2.0,No,No,Super Mushroom,353,60,3.0,                  Super Mario World                  
Daisy,Red Caps,Toad Town,Comet Bike,pOLTERPUP,S,S,C,24,Item Specialist,164.84,2.0,No,No,"1-Up Mushroom, Banana Peel",307,42,1.38,Mario Strikers
Mario,Red Caps,Koopa Kingdom,Mach 8,Koopa Troopa,C,B,D,12,Bl{ocker,6.0,5.0,Yes,No,Green Shell,279,71,2.283925,Mario Kart 8 Deluxe
Yoshi,Red Caps,Koopa Kingdom,Standard Kart,pOLTERPUP,S,A,A,10,Drifter,41.0,4.0,Yes,No,"Fire Flower, Banana Peel",199,50,10.0,                  Mario Kart 8 Deluxe                  
Rosalina,Red Caps,                           Koopa Kingdom                           ,Pipe Frame,Shy Guy,,S,S,22,Item Specialist,41.0,0.0,Yes,Yes,Red Shell,90,84,1.0,Super Mario Odyssey
Bowser,Toad Brigade,Toad Town,Mach 8,Koopa Troopa,S,S,B,10,Item Specialist,-40.0,2.0,Yes,No,"Green Shell, Super Star, Red Shell",269,83,5.0,Mario Tennis Aces
Peach,Red Caps,                           Toad Town                  ,Circuit Special,Luma,S,A,D,20,Drifter,54.0,5.0,Yes,No,1-Up Mushroom,203,86,7.0,Mario Party Superstars
Wario,Green Caps,                  Donut Plains                  ,Biddybuggy,yOSHI,S,S,D,24,Item Specialist,54.0,1.0,Yes,No,Fire Flower,340,36,5.0,                           Super Mario Bros.                           
Bowser Jr.,Red Caps,Mushroom Kingdom,Circuit Special,Luma,A,C,D,28,Drifter,-93.0,0.703,No,,Green Shell,74,67,5.962034,Super Mario World
Bowser Jr.,,Star World,Comet Bike,lUMA,,A,B,30,Drifter,135.0,0.0,No,No,"Red Shell, Banana Peel, Super Star",474,43,2.0,Super Mario Odyssey
Touadette,Dino Buddies,Yoshi's Island,         Pipe Frame                           ,sHY gUY,B,A,C,11,Item Specialist,110.0,3.0,No,No,"Banana Peel, 1-Up Mushroom",60,58,10.0,                  Mario Party Superstars                           
Bowser,Green Caps,Yoshi's Island,Comet Bike,Yoshi,B,D,A,13,Driver,79.0,5.81511,Yes,Yes,"Super Star, Super Mushroom, Banana Peel",49,37,7.0,Super Mario Bros.
Wario,SARASALAND STARS,Donut Plains,Circuit Special,lUMA,A,C,D,29,Item Specialist,-9.0,0.0,Yes,Yes,"Red Shell, Super Star, Super Mushroom",64,49,5.0,Mario Kart 8 Deluxe
Toadette,Red Caps,Toad Town,Standard Kart,Yoshi,,D,C,21,Item Specialist,-18.0,5.0,No,Yes,Super Mushroom,186,92,2.738416,Mario Party Superstars
Toadette,Green Caps,Yoshi's Island,Mach 8,yOSHI,A,B,A,14,Driver,66.0,0.0,No,No,Banana Peel,421,85,0.0,Mario Party Superstars
Toadette,Dino Buddies,         Yoshi's Island         ,Circuit Special,Toad,D,C,D,26,Speedster,168.0,4.0,Yes,Yes,"1-Up Mushroom, Banana Peel",342,59,10.0,Super Mario Bros.
Bowser Jr.,Sarasaland Stars,Toad Town,Standard Kart,sHY gUY,S,A,D,21,Driver,-63.0,0.0,No,,Red Shell,1,71,1.823,Mario Kart 8 Deluxe
Rosalina,Mushroom Royalty,         Koopa Kingdom                  ,Circuit Special,tOAD,B,S,S,24,Blocker,153.0,5.0,Yes,No,"1-Up Mushroom, Super Star, Super Mushroom",314,51,3.0,Mario Kart 8 Deluxe
Bowser,Tricksters,                  Yoshi's Island                           ,Comet Bike,Shy Guy,C,B,D,11,Driver,13.0,2.0,Yes,No,Banana Peel,175,70,0.0,Super Mario Odyssey
,Toad Brigade,                  Yoshi's Island                  ,Biddybuggy,Polterpup,,D,S,29,Item Specialist,50.0,0.0,No,Yes,"Banana Peel, Super Star",354,61,0.0486,Mario Party Superstars
Yoshi,Green Caps,Toad Town,Standard Kart,Luma,B,C,A,27,Blocker,-95.0,1.0,No,No,"Fire Flower, 1-Up Mushroom",366,29,0.0,Mario Tennis Aces
,Mushroom Royalty,Yoshi's Island,Mach 8,Luma,S,A,D,30,Blocker,-68.0,1.0,Yes,No,"Banana Peel, Super Mushroom",486,91,3.0,                           Super Mario Bros.         
Waluigi,Sarasaland Stars,                  Donut Plains                  ,Pipe Frame,yOSHI,D,A,D,19,Driver,14.58962,4.0,No,Yes,"Super Mushroom, 1-Up Mushroom",354,63,2.0,Mario Tennis Aces
Rosalina,Red Caps,Mushroom Kingdom,Scooter,Toad,C,B,D,13,Blocker,172.0,5.0,No,,"1-Up Mushroom, Super Mushroom, Green Shell",331,55,6.0,Super Mario Odyssey
Waluigi,MUSHROOM ROYALTY,Mushroom Kingdom,Scooter,sHY gUY,B,D,B,28,Drifter,76.0,0.0,No,,Banana Peel,410,79,4.0,Super Mario Odyssey
Yoshi,Red Caps,Star World,Mach 8,gOOMBA,B,B,D,11,Item Specialist,141.0,4.0025,Yes,Yes,"Super Mushroom, Fire Flower",434,91,2.0,Mario Party Superstars
Toadette,Mushroom Royalty,Donut Plains,Circuit Special,Toad,D,C,S,24,Blocker,4.0,1.3,Yes,No,"Banana Peel, Super Mushroom",154,86,9.0,Mario Tennis Aces
WaJrio,Mushroom Royalty,Koopa Kingdom,Pipe Frame,gOOMBA,,C,D,8,Driver,-100.8,2.0,Yes,No,"Green Shell, Super Star",420,70,6.0,Mario Tennis Aces
Rosalina,Tricksters,Toad Town,Comet Bike,sHY gUY,S,D,S,7,Blocker,22.23,0.0,Yes,No,"Green Shell, 1-Up Mushroom",413,63,8.5968,Mario Kart 8 Deluxe
Toadette,Sarasaland Stars,Star World,Mach 8,Polterpup,D,A,C,22,Item Specialist,196.0,4.0,Yes,Yes,"1-Up Mushroom, Red Shell, Super Star",328,64,9.0,Super Mario Bros.
Waluigi,Green Caps,Star World,Mach 8,kOOPA tROOPA,A,D,D,5,Speedster,-43.0,3.0,No,Yes,1-Up Mushroom,36,65,7.0,                  Mario Strikers                           
Bowser,Red Caps,Donut Plains,Circuit Special,Yoshi,,S,B,27,Speedster,73.0,1.0,Yes,,"Super Mushroom, Fire Flower, 1-Up Mushroom",282,32,1.0,Super Mario World
Peach,,         Koopa Kingdom         ,Comet Bike,Goomba,S,S,B,26,Drifter,134.52,3.0,Yes,,"Fire Flower, Green Shell, Super Star",228,49,8.0,Mario Party Superstars
Wario,Red Caps,Yoshi's Island,Circuit Special,tOAD,,S,D,19,Item Specialist,136.0,2.0,No,Yes,"Fire Flower, Super Star, 1-Up Mushroom",214,91,9.0,Mario Kart 8 Deluxe
Yoshi,Tricksters,                           Toad Town                  ,Pipe Frame,Koopa Troopa,,C,C,20,Drifter,122.0,5.0,No,No,"Super Mushroom, Super Star, Green Shell",43,30,5.0,Super Mario Bros.
Rosalina,,Donut Plains,Circuit Special,Toad,C,D,B,23,Speedster,89.408417,3.0,No,No,"Fire Flower, Red Shell, Super Star",214,96,0.0,Mario Strikers
Toadette,Dino Buddies,Yoshi's Island,Pipe Frame,Toad,,D,D,26,Blocker,-39.0,1.0,No,Yes,"1-Up Mushroom, Green Shell",291,98,8.1244,                  Mario Strikers         
Mario,RED CAPS,                           sTAR wORLD                           ,Standard Kart,Koopa Troopa,A,D,B,9,Blocker,20.0,2.0,Yes,Yes,"1-Up Mushroom, Fire Flower",152,78,3.0,         Mario Party Superstars                  
Daisy,Mushroom Royalty,                           Donut Plains                  ,Pipe Frame,Yoshi,C,C,B,6,Drifter,-85.0,3.0,Yes,Yes,"Super Star, Green Shell",356,80,6.0,Super Mario Odyssey
Yoshi,Green Caps,         Toad Town                  ,Scooter,Luma,A,A,S,5,Speedster,113.0,0.0,No,Yes,"Green Shell, Red Shell, Super Mushroom",283,73,0.0,Mario Party Superstars
Daisy,,Koopa Kingdom,Scooter,Polterpup,S,B,B,12,Speedster,-97.0,1.0,No,Yes,"Red Shell, Super Star, Green Shell",387,85,8.0,                           Super Mario Bros.                  
Peach,Mushroom Royalty,         Star World                  ,Standard Kart,Koopa Troopa,D,C,B,30,Speedster,30.0,2.0,No,Yes,Fire Flower,326,87,7.0,Super Mario World
Wario,Green Caps,Donut Plains,Mach 8,Luma,C,C,S,30,Speedster,67.7156,4.0,No,Yes,"Green Shell, Fire Flower",24,25,9.0,Super Mario Bros.
Toadette,Green Caps,                  Donut Plains                           ,Scooter,Luma,,C,B,10,Blocker,1.0,4.0,Yes,Yes,"Green Shell, Red Shell",79,97,9.0,                           Super Mario World         
Bowser Jrc.,Green Caps,Donut Plains,Standard Kart,tOAD,S,S,S,16,Blocker,45.834127,4.0,No,Yes,"Red Shell, Green Shell",291,67,3.0,Mario Kart 8 Deluxe
Peach,Toad Brigade,Koopa Kingdom,Scooter,Luma,B,D,S,26,Drifter,-65.0,1.0,No,No,"Banana Peel, Red Shell, 1-Up Mushroom",69,86,10.174317,Mario Party Superstars
Peach,Tricksters,Yoshi's Island,Pipe Frame,tOAD,B,C,D,17,Blocker,159.0,4.0,No,,Green Shell,387,28,3.0,Mario Party Superstars
Waluigi,RED CAPS,Toad Town,Standard Kart,Toad,S,D,A,28,Drifter,-20.0,3.0,Yes,,"Super Star, 1-Up Mushroom, Green Shell",481,94,6.0,Mario Kart 8 Deluxe
Yoshi,Dino Buddies,         Star World                  ,         Pipe Frame                           ,tOAD,,D,D,12,Speedster,-40.0,2.0,No,No,"Banana Peel, Green Shell, Super Mushroom",34,99,4.0,Super Mario Bros.
Toadette,MUSHROOM ROYALTY,                           Yoshi's Island                  ,Mach 8,Yoshi,D,B,S,15,Item Specialist,-40.0,4.0,Yes,Yes,Super Star,330,98,7.0,Mario Strikers
Toad,Mushroom Royalty,Star World,Mach 8,kOOPA tROOPA,C,S,C,18,Drifter,7.8,5.0,Yes,No,Fire Flower,18,29,4.0,Mario Kart 8 Deluxe
Luigi,Red Caps,Koopa Kingdom,Biddybuggy,lUMA,,A,D,5,Driver,73.0,2.0,Yes,Yes,"1-Up Mushroom, Red Shell, Fire Flower",417,86,10.0,                  Mario Party Superstars                  
Rosalina,Sarasaland Stars,Mushroom Kingdom,Scooter,Toad,D,D,S,24,Driver,98.0,5.0,Yes,,"Super Star, 1-Up Mushroom, Fire Flower",118,62,8.0,Mario Party Superstars
Bowser Jr.,Koopa Clan,                           Mushroom Kingdom         ,Circuit Special,Goomba,A,S,D,24,Drifter^,2.0,5.0,Yes,No,"1-Up Mushroom, Fire Flower, Banana Peel",106,41,7.1255,Mario Party Superstars
Toadette,Tricksters,Yoshi's Island,Biddybuggy,yOSHI,A,D,S,11,Driver,135.0,5.0,Yes,Yes,"Super Star, Fire Flower, Green Shell",57,47,3.0,         Mario Party Superstars                  
Mario,Tricksters,                  Koopa Kingdom         ,Comet Bike,Yoshi,A,D,C,21,Speedster,-71.0,2.0,Yes,Yes,Green Shell,228,58,5.0,                           Super Mario Bros.                           
Peach,Toad Brigade,Mushroom Kingdom,Scooter,gOOMBA,A,B,C,14,Driver,-9.0,2.0,No,No,"Super Mushroom, Green Shell",219,42,3.0,Mario Party Superstars
Rosalina,Red Caps,Koopa Kingdom,Biddybuggy,lUMA,S,B,C,16,Dri+ver,-46.0,3.0,No,No,Banana Peel,85,55,9.0,         Mario Party Superstars                           
Peach,,Koopa Kingdom,Circuit Special,kOOPA tROOPA,,D,A,10,Speedster,122.0,0.8,Yes,No,Super Mushroom,471,28,10.0,Mario Strikers
Waluigi,Toad Brigade,Toad Town,Pipe Frame,Polterpup,C,D,D,8,Speedster,-90.0,0.0,Yes,No,"1-Up Mushroom, Banana Peel, Super Star",484,43,2.0,Mario Tennis Aces
Toadette,Mushroom Royalty,         Star World                  ,Biddybuggy,Koopa Troopa,B,A,B,30,Blocker,195.0,5.0,Yes,No,Red Shell,128,48,3.0,                  Super Mario Odyssey                           
Waluigi,Sarasaland Stars,Donut Plains,Comet Bike,Polterpup,S,C,C,12,Speedster,35.0,2.0,Yes,Yes,"Red Shell, Banana Peel",215,79,8.0,Mario Strikers
Yoshi,Toad Brigade,                           Mushroom Kingdom                           ,Circuit Special,Luma,A,C,B,5,Speedster,-23.0,1.0,No,Yes,"Banana Peel, Red Shell, Fire Flower",359,87,7.2,Mario Kart 8 Deluxe
Toad,MUSHROOM ROYALTY,         Toad Town                  ,Comet Bike,pOLTERPUP,S,B,A,28,Drifter,-64.0,5.0,No,Yes,Super Mushroom,321,45,0.0,                  Mario Party Superstars         
Bowser Jr.,Dino Buddies,Star World,Mach 8,gOOMBA,C,C,B,15,Item Specialist,44.0,1.0,Yes,,"Super Star, 1-Up Mushroom, Fire Flower",107,63,0.0,Mario Strikers
Yoshi,Green Caps,Yoshi's Island,Pipe Frame,Toad,S,B,S,20,Blocker,-14.0,1.0,No,,Banana Peel,55,81,6.0,Mario Kart 8 Deluxe
Rosalina,Koopa Clan,Toad Town,Biddybuggy,kOOPA tROOPA,S,C,D,18,Drifter,142.0,3.0,No,Yes,Super Mushroom,289,50,0.0,Mario Kart 8 Deluxe
Toadette,Green Caps,Star World,Standard Kart,Koopa Troopa,B,B,C,30,Driver,53.0,0.0,Yes,,Fire Flower,178,52,0.0,Mario Party Superstars
Toad,Sarasaland Stars,Koopa Kingdom,Comet Bike,Koopa Troopa,B,C,D,22,Driver,132.0,1.0,No,,"Banana Peel, 1-Up Mushroom, Red Shell",211,43,4.0,Super Mario World
,Koopa Clan,Star World,Standard Kart,pOLTERPUP,,C,S,27,Speedster,-58.0,3.848,Yes,No,"Super Mushroom, Red Shell",99,38,2.0,Mario Kart 8 Deluxe
Bowser,SARASALAND STARS,                           Donut Plains                  ,Biddybuggy,Goomba,A,C,B,8,Blocker,-92.0,3.0,No,No,"1-Up Mushroom, Banana Peel, Red Shell",478,88,5.0,Super Mario Bros.
Bowser,Tricksters,         Donut Plains         ,Scooter,Goomba,B,B,A,7,Item Specialist,-66.0,4.0,No,No,Super Mushroom,129,52,3.78,Mario Strikers
Toad,Green Caps,Yoshi's Island,Pipe Frame,Toad,,S,C,16,Driver,-51.0,5.0,No,Yes,Super Star,1,87,2.0,Mario Kart 8 Deluxe
Peach,Green Caps,Star World,Biddybuggy,Shy Guy,,A,D,10,Speedster,179.0,2.0,No,No,Banana Peel,150,66,9.0,Super Mario Odyssey
Toadette,Toad Brigade,Donut Plains,Biddybuggy,Goomba,D,C,S,26,Speedster,14.0,3.0,Yes,,"1-Up Mushroom, Banana Peel, Super Mushroom",161,29,10.0,Super Mario World
Wario,Dino Buddies,Mushroom Kingdom,Biddybuggy,gOOMBA,C,A,S,30,Driver,22.0,4.0,No,No,"Super Mushroom, Red Shell, Banana Peel",305,82,9.0,Super Mario Odyssey
Mario,Green Caps,Toad Town,Scooter,Polterpup,,S,C,26,Driver,-76.2623,4.0,Yes,No,Fire Flower,245,39,9.0,         Super Mario World                  
Bowser Jr.,Tricksters,                           Toad Town         ,Scooter,yOSHI,B,B,S,8,Item Specialist,56.0,3.0,Yes,Yes,Fire Flower,19,99,1.0,Mario Kart 8 Deluxe
Peach,Dino Buddies,Donut Plains,Mach 8,Toad,B,S,S,10,Driver,129.0,2.0,Yes,Yes,"Fire Flower, Super Star, Green Shell",480,55,5.0,                  Super Mario Bros.                           
Luigi,Dino Buddies,Mushroom Kingdom,Circuit Special,Shy Guy,A,A,A,24,Driver,-47.0,2.0,Yes,,Super Star,80,37,6.0,Mario Kart 8 Deluxe
Wario,Red Caps,Mushroom Kingdom,Mach 8,sHY gUY,C,D,B,22,Drifter,108.0,5.0,Yes,Yes,Super Mushroom,197,80,2.0,Super Mario Bros.
Daitsy,,Koopa Kingdom,Pipe Frame,yOSHI,D,S,C,15,Item Specialist,190.0,2.0,No,No,"Banana Peel, 1-Up Mushroom, Fire Flower",369,77,5.0,Mario Tennis Aces
Rosalina,Dino Buddies,Yoshi's Island,Scooter,Toad,D,A,C,19,Drifter,114.0,5.0,Yes,Yes,"Green Shell, Banana Peel",299,39,8.0,Super Mario Bros.
Waluigi,Red Caps,Donut Plains,Scooter,Koopa Troopa,S,S,D,23,Item Specialist,164.0,3.0,Yes,,Green Shell,317,32,10.276212,Super Mario Odyssey
Daisy,Red Caps,Mushroom Kingdom,Mach 8,Toad,S,D,C,12,Driver,75.0,1.0,Yes,,"1-Up Mushroom, Super Star",25,37,9.0,Mario Tennis Aces
Wario,,Koopa Kingdom,Scooter,Yoshi,A,B,C,14,Speedster,-75.0,3.0,No,Yes,Super Mushroom,176,76,5.0,         Mario Tennis Aces                           
Toadette,Tricksters,Mushroom Kingdom,Standard Kart,lUMA,B,B,C,29,Item Specialist,29.0,0.0,Yes,No,"Super Mushroom, Banana Peel",344,97,2.0,Mario Kart 8 Deluxe
Daisy,Toad Brigade,Donut Plains,Mach 8,tOAD,,S,D,30,Drifter,-52.0,5.0,No,No,"Fire Flower, Super Mushroom, Red Shell",423,81,5.0,Mario Strikers
LuigQi,Sarasaland Stars,Toad Town,Comet Bike,Toad,D,A,B,25,Drifter,43.0,4.0,No,Yes,"1-Up Mushroom, Super Mushroom, Green Shell",263,71,1.0,Mario Party Superstars
Bowser,Green Caps,                           Star World         ,                  Comet Bike         ,Shy Guy,,A,B,10,Speedster),171.0,5.0,No,No,"Red Shell, Fire Flower, Super Mushroom",315,92,7.0,Mario Kart 8 Deluxe
Rosalina,Sarasaland Stars,Mushroom Kingdom,Mach 8,yOSHI,S,C,C,17,Blocker,163.0,0.0,Yes,No,"Super Mushroom, Fire Flower, Red Shell",223,95,3.0,Mario Kart 8 Deluxe
Toadette,Tricksters,Donut Plains,Pipe Frame,Toad,,C,A,30,D/river,181.0,3.0,Yes,,"Green Shell, Red Shell, 1-Up Mushroom",106,65,3.0,         Super Mario World                  
Wario,Mushroom Royalty,Yoshi's Island,Biddybuggy,Koopa Troopa,,B,D,21,Item Specialist,168.0,4.0,Yes,No,Fire Flower,488,60,2.0,Super Mario Bros.
Wario,Tricksters,         Yoshi's Island                  ,Comet Bike,Shy Guy,C,C,B,28,Driver,97.0,2.0,No,Yes,"1-Up Mushroom, Super Star, Fire Flower",210,87,0.0,Mario Tennis Aces
Toadette,Green Caps,Koopa Kingdom,Biddybuggy,gOOMBA,C,S,S,11,Item Specialist,120.0,3.0,No,No,Green Shell,417,94,3.0,Mario Strikers
Waluigi,Tricksters,                           Yoshi's Island                           ,Standard Kart,sHY gUY,S,C,D,8,Speedster,-74.0,2.0,No,No,"Banana Peel, Green Shell, 1-Up Mushroom",352,34,3.0,Super Mario Odyssey
Bowser Jr.,Tricksters,kOOPA kINGDOM,Biddybuggy,Goomba,B,D,S,8,Drifter,61.0,5.0,Yes,Yes,"Banana Peel, Super Mushroom, 1-Up Mushroom",357,91,10.0,Mario Strikers
Bowser Jr.,Mushroom Royalty,                           Star World                  ,Biddybuggy,gOOMBA,A,B,A,22,Driver,117.0,5.0,No,,"Super Star, Banana Peel",285,66,10.0,Super Mario World
Waluigi,Sarasaland Stars,Donut Plains,                           Mach 8                           ,Luma,C,C,D,21,Driver,-26.0,1.0,No,No,"Green Shell, Red Shell, Fire Flower",250,93,0.0,Mario Tennis Aces
Peach,,Donut Plains,Mach 8,Goomba,A,S,D,18,Drifter,163.0,3.0,No,No,Super Star,78,37,3.0,Mario Kart 8 Deluxe
Bowser Jr.,KOOPA CLAN,Yoshi's Island,Scooter,Toad,C,S,A,14,Driver,71.0,1.0,No,Yes,1-Up Mushroom,147,33,4.0,Mario Party Superstars
Toadette,Sarasaland Stars,         Mushroom Kingdom                  ,Standard Kart,yOSHI,C,C,C,20,Driver,126.0,1.0,Yes,Yes,"Banana Peel, Green Shell",146,25,6.0,Mario Kart 8 Deluxe
Waluigi,MUSHROOM ROYALTY,                           Donut Plains         ,Biddybuggy,kOOPA tROOPA,D,C,S,6,Item Specialist,68.0,3.0,Yes,Yes,"Red Shell, 1-Up Mushroom, Banana Peel",464,28,8.0,                           Mario Party Superstars                  
Luigi,TOAD BRIGADE,Donut Plains,Pipe Frame,Yoshi,B,B,A,21,Driver,179.0,0.0,Yes,Yes,Fire Flower,477,55,3.0,Mario Tennis Aces
Yoshi,Koopa Clan,Donut Plains,Mach 8,Shy Guy,,A,B,17,Speedster,113.0,3.0,No,Yes,"1-Up Mushroom, Green Shell",154,34,4.0,Super Mario World
Peach,Toad Brigade,Koopa Kingdom,Comet Bike,lUMA,D,C,A,10,Speedster,102.0,2.0,No,No,"Super Mushroom, Green Shell, Red Shell",10,34,6.0,                           Super Mario World                  
Toad,Koopa Clan,                  Donut Plains                           ,Comet Bike,tOAD,,S,C,30,Speedster,19.0,0.0,No,No,"Green Shell, Red Shell",262,56,6.0,                           Mario Strikers         
Toadette,Dino Buddies,                  Star World                  ,Pipe Frame,Yoshi,,B,D,20,Drifter,-72.0,1.0,No,Yes,"Super Mushroom, Banana Peel, Red Shell",282,72,4.0,Super Mario Bros.
Toad,Sarasaland Stars,Star World,Pipe Frame,Koopa Troopa,B,S,D,9,Speedster,-99.0,5.0,No,No,"Super Mushroom, Super Star, Green Shell",426,62,8.0,         Mario Strikers                  
Waluigi,MUSHROOM ROYALTY,                  Donut Plains         ,Biddybuggy,Yoshi,D,D,S,30,Speedster,97.0,0.0,Yes,No,Green Shell,395,81,8.0,Mario Party Superstars
Rosalina,Mushroom Royalty,Star World,         Mach 8                           ,kOOPA tROOPA,A,C,C,30,Driver,196.51664,4.0,Yes,Yes,"Fire Flower, Banana Peel",18,60,3.0,Super Mario Bros.
Bowser Jr.,KOOPA CLAN,                           Yoshi's Island         ,Scooter,Goomba,C,D,A,18,Blocker,92.0,2.0,No,Yes,Fire Flower,9,86,0.0,Super Mario World
Bowser,Dino Buddies,Toad Town,Scooter,Koopa Troopa,B,B,A,19,Speedster,-58.0,5.0,Yes,No,"Banana Peel, Red Shell, Super Star",64,66,10.0,Mario Tennis Aces
Rosalina,,Toad Town,Comet Bike,Yoshi,C,B,B,26,Drifter,129.0,2.0,No,Yes,Green Shell,434,91,8.0,Mario Party Superstars
Waluighi,Red Caps,Koopa Kingdom,Mach 8,Shy Guy,B,C,A,21,Drifter,27.0,5.0,No,,Super Mushroom,47,95,8.0,         Mario Party Superstars                  
Mario,Green Caps,Star World,Comet Bike,pOLTERPUP,B,D,D,10,Blocker,95.0,1.0,Yes,No,"Fire Flower, Red Shell",221,69,4.322,Super Mario Bros.
Toadette,Green Caps,Yoshi's Island,Comet Bike,kOOPA tROOPA,D,A,B,14,Driver,93.0,2.0,Yes,Yes,Super Star,122,57,3.0,Super Mario Odyssey
Peach,,kOOPA kINGDOM,Scooter,pOLTERPUP,D,C,S,21,Blocker,-99.0,3.0,No,Yes,Green Shell,386,51,3.68624,Mario Tennis Aces
Wario,Red Caps,Mushroom Kingdom,Biddybuggy,Toad,,A,S,25,Blocker,7.1,4.9406,Yes,Yes,Banana Peel,299,49,8.0,Super Mario World
Toadette,Dino Buddies,Star World,Circuit Special,sHY gUY,B,S,C,21,Blocker,14.0,5.0,Yes,Yes,"Super Star, Green Shell",289,58,5.0,Mario Kart 8 Deluxe
Yoshi,Toad Brigade,         Mushroom Kingdom                           ,Circuit Special,Yoshi,,S,D,9,Driver,-10.0,1.0,No,Yes,"Green Shell, Fire Flower, 1-Up Mushroom",271,97,3.0,         Super Mario Odyssey                           
Wario,,Donut Plains,Scooter,Yoshi,,B,C,6,Item Specialist,7.0,4.0,Yes,Yes,Fire Flower,23,97,4.0,Mario Party Superstars
Wario,Tricksters,                  Star World         ,Biddybuggy,Goomba,,C,B,15,Drifter,-12.0,1.92991,No,Yes,"Super Star, Fire Flower",117,89,9.0,Super Mario Odyssey
Peach,Tricksters,Toad Town,Comet Bike,Koopa Troopa,S,C,C,10,Drifter,27.0,2.0,No,No,Green Shell,103,43,3.0,Mario Tennis Aces
Bowser Jr.,Tricksters,                  Toad Town                  ,Pipe Frame,Luma,S,B,C,29,Speedster,14.0,2.0,No,Yes,1-Up Mushroom,90,69,9.0,Super Mario Odyssey
ToaUdette,Toad Brigade,Donut Plains,Standard Kart,gOOMBA,C,C,S,12,Drifter^,-64.0,2.0,No,No,"Banana Peel, Super Mushroom",485,74,8.0,Mario Kart 8 Deluxe
Rosalina,Toad Brigade,Yoshi's Island,Standard Kart,Yoshi,,B,D,13,Item Specialist,60.0,3.0,No,Yes,"Banana Peel, Red Shell",487,37,5.0,Super Mario Bros.
Toad,Toad Brigade,Yoshi's Island,Standard Kart,Koopa Troopa,,D,B,23,Speedster,-97.0,5.0,No,No,Red Shell,47,71,10.0,Super Mario Bros.
